cliente_id,idade,renda_mensal,tempo_conta_meses,num_produtos,tem_cartao_credito,score_credito,respondeu_campanha
124,43,32737.95,178,3,1,545.3,1
125,42,40015.79,117,3,1,471.7,0
126,77,37947.13,95,5,0,447.7,1
127,77,2761.0,33,4,0,537.3,1
128,77,20341.98,111,2,0,508.3,0
129,62,46609.56,146,5,1,648.3,0
130,58,7160.49,125,3,0,747.2,1
131,46,37117.73,185,4,1,463.4,1
132,32,48755.0,231,1,1,417.5,0
133,62,3557.73,16,4,1,666.8,1
134,18,34427.5,80,4,1,668.7,0
135,42,23939.55,239,3,0,795.6,0
136,24,29379.59,38,3,0,308.8,0
137,26,5181.73,169,2,0,769.2,1
138,41,3107.34,135,2,1,586.6,1
139,18,33676.47,78,5,1,641.7,1
140,61,41342.16,235,1,0,350.3,0
141,25,39318.75,181,2,1,537.9,0
142,41,27646.48,63,3,1,425.0,1
143,80,5893.47,112,4,1,439.8,0
144,28,34714.18,89,5,0,577.3,0
145,68,12852.56,160,2,0,746.9,1
146,34,45642.37,38,4,0,709.1,1
147,25,42075.0,150,4,1,625.0,1
148,52,35759.77,144,2,0,596.7,1
149,52,47493.45,52,1,0,535.0,0
150,50,2539.67,29,1,0,835.0,0
151,76,37073.82,144,5,1,608.1,1
152,22,17181.9,76,1,1,439.7,1
153,59,45397.23,145,5,1,426.5,1
154,56,14067.08,229,3,1,636.2,0
155,75,36517.97,64,2,1,587.6,0
156,58,44004.7,91,4,0,304.2,0
157,45,3041.18,89,5,0,756.5,0
158,24,20484.73,13,1,1,687.3,1
159,26,38353.14,72,5,1,664.0,1
160,25,23291.03,184,5,0,337.8,0
161,29,14095.38,5,1,1,499.1,1
162,51,11770.46,12,1,1,814.5,1
163,50,7444.4,169,2,1,774.4,1
164,65,42999.35,3,4,1,457.0,1
165,72,29192.41,227,2,1,386.4,0
166,40,4742.86,33,2,0,547.0,0
167,79,19746.44,121,1,0,495.7,0
168,41,19018.95,214,1,1,675.2,1
169,54,9905.22,50,4,1,831.5,1
170,52,22339.87,184,5,0,499.7,1
171,61,17272.87,236,2,1,334.2,0
172,57,17748.38,137,4,0,793.7,1
173,39,37212.3,233,2,1,320.9,0
174,44,11939.91,210,5,0,824.0,1
175,52,32451.14,178,2,0,665.5,1
176,18,28961.83,29,3,1,817.9,1
177,52,28836.53,39,4,1,409.8,0
178,54,33487.36,91,1,0,322.4,0
179,64,27870.72,100,2,1,568.5,1
180,31,44083.5,173,4,0,547.8,1
181,20,34103.42,17,4,1,482.3,1
182,18,27801.2,56,2,1,826.7,1
183,22,41658.39,226,1,1,752.4,1
184,43,30701.18,46,1,0,663.9,1
185,72,15266.07,67,2,0,389.6,0
186,80,11147.65,197,4,1,703.9,1
187,31,8464.06,142,1,0,699.9,0
188,56,45073.31,67,2,1,533.8,0
189,44,35796.64,23,2,0,808.6,1
190,26,46931.54,231,2,1,391.8,0
191,32,30561.3,94,4,0,447.0,1
192,32,24196.64,237,1,0,334.8,1
193,43,3926.11,189,4,0,737.5,0
194,59,33910.47,151,3,0,642.0,0
195,77,29528.23,155,1,0,473.2,0
196,30,49520.24,54,4,0,390.1,1
197,68,12718.78,138,1,1,322.1,1
198,80,27006.13,217,3,1,391.7,1
199,49,32896.91,77,5,0,549.3,0
200,56,32584.97,16,2,1,435.9,0
201,66,28503.38,41,4,0,442.4,1
202,69,39069.47,98,3,1,781.6,0
203,78,11044.08,183,3,1,583.3,1
204,49,36555.73,128,1,1,701.1,0
205,21,31366.99,229,1,1,319.6,1
206,47,44907.68,61,2,0,500.8,0
207,54,42512.53,86,1,1,563.5,1
208,40,16442.2,209,4,1,402.5,0
209,56,14535.63,215,4,1,366.1,1
210,62,49101.01,118,4,0,778.7,1
211,32,26835.99,100,5,1,816.7,1
212,60,45414.63,49,4,0,343.3,0
213,46,9030.17,201,1,0,492.0,0
214,53,32498.13,180,1,1,827.1,1
215,30,40683.15,2,4,0,345.7,0
216,49,47422.37,224,3,1,654.0,1
217,24,17529.67,120,3,1,834.7,1
218,76,36524.08,178,3,1,838.0,1
219,68,27401.84,123,2,1,559.2,0
220,39,3970.82,86,5,1,389.5,0
221,45,34809.99,171,4,1,411.1,1
222,19,34814.73,77,2,1,789.3,1
223,59,46599.73,136,3,0,801.4,1
224,62,25368.31,59,4,0,634.3,0
225,79,12282.3,193,2,1,721.4,1
226,74,3183.63,209,1,1,707.0,0
227,70,21366.47,12,3,0,664.0,1
228,23,15793.92,4,2,1,755.0,1
229,45,38293.33,117,1,0,677.0,1
230,45,18359.12,205,3,0,593.7,0
231,61,47504.49,95,5,1,430.3,1
232,61,48153.2,125,3,1,709.1,0
233,37,31424.52,41,5,0,560.4,1
234,47,46504.35,123,5,0,462.1,0
235,79,38281.86,7,5,1,741.1,1
236,28,27796.12,215,4,1,683.2,0
237,75,9835.09,216,4,0,815.5,0
238,72,23471.3,69,5,0,391.0,1
239,45,28482.85,69,1,0,657.1,1
240,42,43334.12,81,5,1,434.3,0
241,56,24585.34,30,2,1,797.0,1
242,79,44986.06,73,5,1,354.7,0
243,50,34043.1,6,4,0,660.9,1
244,18,7712.95,89,4,0,735.1,0
245,74,49754.09,147,2,1,495.2,0
246,44,26834.4,208,2,0,824.8,1
247,79,20201.06,213,3,0,767.9,0
248,74,33296.57,66,1,0,462.0,0
249,69,6335.77,10,1,0,304.1,0
250,30,32190.39,144,1,0,463.2,0
251,58,25413.56,37,4,1,454.7,0
252,20,20927.03,207,1,1,789.5,1
253,56,47697.98,77,3,1,831.9,0
254,23,26604.45,77,3,1,338.7,0
255,25,11736.76,32,1,1,559.2,1
256,44,23489.21,237,2,0,601.6,0
257,26,46049.98,47,3,0,351.1,1
258,79,9628.68,110,2,0,507.6,0
259,54,11483.89,200,4,1,474.4,1
260,50,1638.45,171,3,0,594.8,0
261,68,1695.31,210,2,0,663.7,0
262,59,41640.19,120,1,0,686.9,0
263,61,36874.01,164,4,1,375.2,1
264,41,18397.01,154,5,0,747.1,1
265,32,35217.25,10,5,0,673.2,1
266,76,20365.09,159,1,1,789.0,1
267,71,47691.94,97,4,1,547.1,1
268,49,48385.58,157,4,0,791.6,0
269,49,20246.9,5,4,1,776.2,0
270,41,42856.87,77,4,0,541.1,1
271,58,38881.36,1,5,1,509.6,1
272,69,16190.0,215,2,0,813.0,0
273,66,12369.95,232,4,0,693.3,0
274,79,23453.5,131,2,1,810.5,1
275,66,39286.09,67,4,1,738.3,1
276,75,48048.22,199,3,1,635.1,0
277,69,38415.37,228,3,1,363.7,0
278,29,42905.14,163,3,0,460.3,1
279,79,30550.15,15,4,1,832.9,1
280,56,41934.98,232,2,0,475.7,0
281,19,39436.62,195,5,0,351.3,1
282,20,19472.29,93,1,0,689.2,0
283,66,28047.52,30,5,1,703.7,1
284,54,40432.9,103,4,0,457.0,0
285,66,3256.78,82,3,0,463.7,0
286,73,40595.88,75,3,1,557.9,1
287,34,9716.52,171,2,0,312.0,0
288,76,26219.5,60,4,0,734.1,0
289,66,40605.5,230,5,0,474.4,0
290,19,13437.23,40,4,1,769.6,1
291,19,13044.56,193,4,0,741.4,1
292,45,20735.46,157,3,0,663.8,0
293,71,44837.5,74,5,0,478.7,0
294,40,1021.7,220,1,1,584.0,0
295,54,45167.77,121,3,1,544.7,1
296,49,8536.54,223,5,1,486.4,1
297,50,49514.23,147,2,0,766.5,1
298,18,47787.5,3,3,0,565.9,0
299,36,25239.08,36,2,0,758.0,0
300,79,26123.29,43,3,0,357.9,0
301,19,24595.92,143,4,0,377.6,1
302,70,32136.74,225,5,1,837.5,1
303,61,5445.36,169,2,0,623.3,0
304,43,2598.28,235,3,0,580.4,0
305,49,3827.44,115,2,1,587.7,0
306,23,22773.9,109,3,1,418.4,1
307,49,14501.85,90,3,0,695.3,1
308,72,31479.94,208,1,1,346.6,1
309,21,49629.67,164,1,1,615.3,0
310,72,19929.84,225,1,1,613.9,1
311,28,29118.22,84,2,0,802.8,0
312,73,21364.59,77,4,1,589.4,0
313,76,42516.31,161,3,0,375.4,0
314,34,45209.58,5,5,1,615.0,1
315,80,43990.42,229,1,0,350.2,0
316,55,48744.24,78,2,0,412.1,1
317,41,2348.44,91,2,0,317.1,0
318,22,42150.99,87,2,1,582.3,0
319,69,37836.84,14,5,1,346.5,0
320,51,12206.03,104,5,1,558.2,1
321,23,47859.68,196,1,0,813.1,1
322,39,8260.72,231,5,1,695.9,0
323,28,34297.95,83,1,1,342.6,1
324,80,12019.62,175,5,0,423.3,1
325,65,22137.65,54,5,1,670.5,1
326,33,36238.83,132,5,0,792.1,1
327,50,28602.91,222,1,1,318.1,0
328,26,21947.59,211,3,0,746.8,0
329,77,16990.58,95,1,0,609.0,0
330,76,42143.32,223,3,1,600.4,0
331,23,8046.9,9,2,0,826.8,1
332,33,22075.04,53,2,1,711.2,1
333,46,45284.12,77,1,1,767.6,0
334,20,42446.63,206,3,1,494.7,1
335,37,20646.15,60,3,1,604.9,0
336,77,38392.31,46,3,0,638.5,1
337,76,41334.88,54,2,0,476.9,0
338,53,44555.48,74,1,0,613.6,1
339,36,27680.78,112,4,1,430.2,1
340,43,11018.58,95,3,1,378.9,1
341,20,13510.14,165,3,0,505.7,0
342,80,15489.04,23,4,0,706.6,1
343,36,30096.32,27,1,1,803.9,1
344,37,2607.67,70,3,1,551.7,0
345,49,32166.08,218,1,1,653.6,0
346,24,18853.36,194,3,0,356.7,0
347,69,15466.85,109,5,1,797.5,0
348,58,44095.33,189,3,0,612.7,0
349,50,23540.12,77,5,1,729.2,1
350,57,5657.6,179,1,0,736.9,0
351,56,41510.59,50,3,1,441.1,0
352,35,3334.42,124,2,0,591.0,0
353,57,36610.71,19,2,0,828.3,1
354,18,38921.4,1,4,0,349.3,0
355,28,18277.53,40,2,1,675.7,1
356,45,41414.6,160,5,0,829.2,1
357,74,26267.31,22,2,0,465.3,1
358,42,23701.39,112,2,1,773.8,1
359,67,3224.76,221,2,0,813.5,1
360,40,15211.43,194,3,0,710.9,0
361,48,46619.49,40,4,1,427.2,1
362,47,20199.37,38,1,0,483.7,1
363,59,27788.33,48,4,1,319.7,1
364,52,27069.06,183,5,0,757.3,0
365,24,29931.12,75,3,1,767.3,0
366,77,4005.22,209,3,0,648.0,1
367,33,18746.64,183,2,0,493.9,1
368,43,36433.29,179,2,0,342.2,0
369,65,10827.45,107,5,1,714.2,1
370,74,10975.34,188,3,0,699.6,1
371,69,1494.44,8,1,0,801.9,1
372,77,22436.61,86,4,1,701.8,1
373,66,44253.98,68,3,1,755.8,1
374,19,3543.15,75,1,1,710.3,0
375,18,10364.82,200,1,0,646.9,1
376,65,16194.14,137,4,0,534.8,1
377,79,36854.51,90,1,0,796.2,0
378,29,32391.14,130,5,1,658.0,0
379,22,21381.25,80,1,1,519.1,1
380,54,38194.38,95,5,0,345.9,0
381,49,30871.92,70,1,0,459.9,0
382,76,44906.0,213,2,1,599.0,1
383,72,41083.31,90,1,1,451.6,0
384,26,13387.87,59,5,1,421.7,1
385,58,14300.49,147,1,0,590.1,1
386,52,7142.47,28,1,1,393.4,0
387,36,17511.27,72,1,1,740.2,0
388,65,49977.65,14,5,1,566.4,0
389,33,20881.81,24,1,1,615.6,0
390,20,11803.93,112,4,0,381.1,0
391,37,38361.66,44,4,1,478.5,1
392,41,27581.08,229,5,0,525.5,0
393,71,8330.47,56,2,0,744.5,0
394,73,19653.79,218,4,1,723.6,1
395,50,21309.02,223,3,1,422.6,0
396,41,37937.66,120,4,0,638.9,1
397,69,2012.9,179,3,1,433.9,0
398,28,14181.96,32,5,0,843.5,1
399,66,26362.22,178,2,1,823.7,1
400,25,14173.49,169,3,0,609.8,0
401,53,31793.27,194,3,0,684.4,0
402,55,24611.51,25,4,0,740.8,0
403,57,18723.8,116,3,1,696.5,0
404,37,47511.22,236,5,0,684.9,1
405,79,31975.82,189,5,0,827.2,1
406,52,7367.13,66,5,1,628.1,1
407,65,28444.49,42,4,1,650.0,0
408,79,39255.86,193,2,0,767.1,0
409,42,35716.0,164,4,0,668.4,0
410,52,9432.37,76,5,1,703.1,0
411,42,48648.58,137,4,0,428.8,0
412,46,22991.87,164,5,1,504.2,0
413,35,8792.23,233,1,1,381.0,1
414,63,9829.59,220,1,1,578.2,0
415,35,5813.51,38,3,0,550.7,0
416,19,40372.39,161,2,1,848.4,1
417,71,6979.49,170,1,0,636.2,0
418,52,7131.14,61,5,0,732.5,1
419,33,42673.11,174,4,1,483.7,1
420,78,17885.6,214,4,1,757.3,1
421,58,2512.04,89,3,1,638.3,1
422,53,3542.87,189,4,1,683.3,0
423,50,7966.35,18,1,0,461.9,0
424,21,11456.27,70,4,0,601.8,1
425,50,33592.16,82,1,1,648.7,1
426,31,8708.99,116,1,0,624.0,0
427,38,6824.85,80,2,1,803.4,1
428,65,38471.24,15,3,0,794.0,1
429,37,33881.71,176,5,0,834.0,1
430,73,22330.89,200,1,0,667.1,1
431,25,27916.18,13,3,1,834.6,1
432,24,16287.22,119,5,0,757.9,0
433,20,24642.52,43,4,0,449.0,1
434,34,25826.96,188,3,0,535.1,1
435,50,19974.63,57,3,0,431.1,0
436,65,45422.04,199,3,1,302.3,0
437,29,1787.03,17,4,0,403.4,1
438,76,39326.39,178,4,1,302.2,0
439,68,7094.76,32,3,1,695.9,0
440,39,40079.82,150,2,0,534.0,0
441,72,31179.68,55,1,0,471.9,0
442,39,42320.63,185,4,1,718.9,1
443,63,5778.2,13,2,1,757.9,1
444,47,28390.05,47,4,1,836.4,1
445,55,25553.31,87,3,0,653.1,0
446,55,35603.47,62,2,0,553.8,0
447,62,27180.24,182,5,1,467.9,1
448,68,27495.99,29,1,1,422.3,1
449,71,22050.2,22,1,1,417.1,0
450,25,16132.89,65,4,0,525.1,1
451,44,24630.95,29,1,0,845.5,1
452,44,6806.13,48,5,1,300.5,0
453,51,48114.15,5,2,0,408.5,0
454,38,36006.13,163,2,1,403.6,1
455,47,47670.89,202,3,0,694.4,1
456,50,12109.64,211,2,1,493.9,0
457,45,44087.71,101,4,0,551.5,0
458,64,40630.71,71,5,0,381.7,0
459,50,34180.47,174,3,0,522.7,1
460,22,31626.43,163,4,0,356.8,0
461,77,16510.93,173,4,0,593.2,1
462,78,41004.13,141,4,0,353.9,1
463,65,25574.26,138,1,0,734.8,0
464,36,4473.69,66,4,1,611.6,1
465,21,16330.29,198,1,1,698.2,0
466,52,46829.56,72,2,1,530.2,1
467,66,42683.33,228,1,0,509.8,1
468,34,49113.38,25,4,0,354.0,0
469,61,31771.68,172,5,0,588.1,0
470,45,13127.99,60,5,1,583.0,1
471,47,8977.94,175,2,1,557.5,0
472,46,10158.81,40,4,1,707.3,1
473,63,1969.99,7,1,1,757.9,1
474,70,20143.42,174,5,1,712.9,1
475,23,10379.96,151,3,1,379.1,1
476,52,21171.12,211,4,0,642.1,1
477,77,46814.73,46,4,1,344.2,0
478,58,22096.47,86,3,0,682.0,0
479,54,44021.24,141,5,1,510.0,1
480,41,30669.73,21,3,1,372.9,0
481,46,13109.45,1,2,0,774.1,1
482,66,18436.88,123,1,0,637.7,1
483,63,5112.06,147,1,0,495.1,1
484,70,17339.67,125,5,1,316.9,1
485,48,34199.51,188,3,1,595.5,1
486,52,4533.44,33,4,0,807.8,1
487,77,11064.67,4,4,1,628.0,0
488,50,19690.61,234,4,0,834.4,0
489,69,49120.43,3,2,1,375.0,0
490,80,39458.23,91,2,1,612.6,0
491,78,36940.85,52,4,1,739.0,1
492,38,6693.36,233,5,0,589.0,1
493,49,39268.8,227,2,1,350.1,0
494,40,39478.17,28,2,0,620.6,1
495,50,30454.03,70,1,0,636.5,1
496,20,49527.73,198,1,0,700.8,0
497,35,16937.44,183,5,0,718.7,1
498,42,47122.35,57,2,0,723.9,0
499,59,45821.82,108,2,0,664.9,0
500,48,1562.55,215,3,0,418.7,0
501,71,23055.71,225,5,0,522.3,0
502,75,48878.11,144,5,0,726.9,1
503,20,6052.95,24,3,1,824.4,1
504,57,27841.45,197,3,0,343.4,0
505,63,48968.92,169,1,1,594.5,0
506,41,28219.28,234,5,0,471.9,0
507,67,10300.95,77,5,1,424.0,0
508,49,29526.98,175,3,1,578.2,1
509,64,11017.59,76,4,1,633.3,1
510,39,26465.51,69,4,1,305.4,0
511,40,4628.07,101,1,1,729.1,1
512,19,30668.65,159,4,1,750.9,1
513,80,26322.71,92,4,0,831.0,1
514,44,37267.91,92,4,0,399.4,0
515,59,31904.32,30,2,0,627.0,0
516,19,27930.71,18,1,0,534.6,0
517,43,34799.16,44,3,0,484.2,0
518,34,8053.15,155,4,0,611.1,0
519,57,30172.62,99,2,1,730.3,1
520,50,9433.42,154,4,0,312.7,1
521,26,46350.59,121,2,1,833.2,1
522,60,4348.37,231,1,1,745.4,0
523,71,22088.36,115,4,1,713.1,1
524,65,35094.08,60,2,1,718.2,0
525,56,23443.09,146,5,1,514.0,1
526,46,5512.67,225,5,1,713.4,0
527,59,28115.57,217,2,0,512.7,1
528,72,32439.96,56,4,1,794.3,1
529,43,35485.82,31,4,1,397.5,0
530,52,19289.73,101,1,0,460.8,0
531,67,28619.34,59,1,0,603.2,0
532,42,23083.64,124,3,0,475.6,0
533,41,33930.75,130,1,0,533.3,0
534,30,29594.29,97,4,0,570.8,0
535,77,26762.05,167,3,0,771.0,1
536,75,13226.69,189,1,0,587.8,0
537,24,1098.91,235,2,1,499.4,1
538,74,9530.0,107,5,0,436.3,1
539,53,6736.24,191,1,1,524.8,0
540,62,23005.15,224,1,0,583.7,0
541,37,31000.65,18,2,0,710.4,0
542,18,11441.17,145,4,1,366.6,1
543,25,47013.8,226,2,0,421.9,0
544,63,1327.42,167,1,0,508.8,0
545,33,38842.75,71,4,0,498.2,0
546,31,31635.03,106,3,0,515.5,0
547,29,19304.19,54,1,0,736.4,0
548,68,3473.96,227,2,0,478.3,1
549,40,31746.84,94,3,0,576.0,1
550,32,19895.06,76,5,1,643.1,0
551,45,46877.09,35,3,0,427.7,0
552,51,27557.51,11,2,1,695.3,0
553,19,47042.92,61,3,1,600.9,1
554,49,11803.7,44,2,1,545.7,0
555,40,36560.57,121,1,1,745.4,1
556,80,31245.2,68,4,1,433.9,0
557,39,37231.0,25,5,1,785.7,1
558,68,11518.73,176,4,1,608.6,0
559,42,33584.73,160,4,0,635.0,0
560,75,25403.98,84,4,0,781.3,1
561,80,37398.42,114,2,0,749.7,0
562,79,17025.19,223,2,1,630.9,1
563,78,44612.79,132,5,0,714.3,1
564,39,5130.76,166,2,1,538.3,1
565,75,40552.28,191,2,1,601.1,0
566,75,43204.66,175,2,0,334.1,0
567,39,41045.36,1,2,1,349.4,0
568,66,26123.59,131,1,1,756.2,0
569,69,22480.86,229,5,0,332.8,1
570,59,49816.85,86,2,1,393.2,1
571,23,12229.43,62,5,0,737.7,1
572,32,27796.92,64,3,1,300.6,0
573,71,33863.1,145,1,1,455.3,0
574,60,35342.51,126,2,0,621.2,1
575,77,10997.21,206,1,0,627.5,0
576,54,33045.71,105,1,0,727.4,0
577,50,41100.11,62,3,1,578.3,1
578,25,3450.91,35,5,1,580.2,0
579,70,45664.54,13,1,0,698.9,0
580,77,2445.7,163,4,0,574.2,1
581,61,18442.58,43,3,0,634.7,0
582,61,1774.85,130,4,1,793.8,1
583,22,4780.11,184,3,1,520.8,1
584,56,45647.25,111,4,0,511.8,1
585,21,18388.18,205,4,0,302.0,0
586,23,21813.8,128,1,0,637.4,0
587,62,11551.87,51,1,1,316.4,0
588,49,30257.69,182,3,0,577.3,0
589,69,30145.36,144,5,0,742.3,1
590,47,19237.82,146,1,0,602.5,0
591,64,17318.71,135,1,1,448.3,0
592,52,44363.25,45,2,1,732.4,0
593,72,19780.93,164,1,0,448.3,1
594,57,25181.55,169,5,1,703.2,0
595,69,14881.93,222,2,0,635.6,0
596,33,39551.71,42,4,0,393.5,0
597,30,20474.96,233,4,0,797.8,1
598,67,26166.94,135,2,0,410.4,0
599,77,13414.5,15,2,1,844.3,1
600,59,49395.32,60,2,0,304.0,0
601,47,15283.29,40,3,0,444.9,1
602,36,38766.38,211,5,1,409.9,1
603,34,21947.29,235,5,0,307.7,0
604,73,11104.65,165,4,1,702.8,0
605,80,40186.22,194,4,0,681.4,1
606,36,17346.73,234,4,0,735.8,0
607,45,43394.47,112,1,0,441.2,1
608,75,45847.6,183,4,0,544.4,0
609,72,43131.37,77,2,1,662.5,0
610,43,2715.39,232,4,0,541.9,0
611,54,39581.29,105,2,1,683.5,1
612,43,21155.63,235,3,1,648.7,0
613,70,43812.42,107,1,1,363.1,0
614,79,32259.76,122,1,0,729.6,0
615,40,41848.51,223,5,1,696.4,1
616,80,25472.16,80,3,1,660.7,0
617,26,27216.25,234,2,1,385.3,1
618,29,8074.99,125,3,0,447.4,0
619,70,39415.38,184,1,0,516.2,0
620,18,21550.09,172,2,1,454.0,0
621,75,25503.93,185,3,1,425.3,0
622,75,39469.79,134,1,0,742.9,0
623,18,30343.42,220,2,1,651.0,0
624,64,10853.84,32,2,1,611.0,1
625,51,29921.4,108,1,1,424.3,0
626,49,20974.01,202,2,0,804.9,1
627,79,24006.75,114,1,1,405.2,0
628,71,2387.25,146,4,1,737.2,0
629,65,11291.44,68,4,0,831.7,1
630,42,14770.87,127,2,1,699.9,0
631,57,35935.04,201,2,0,846.1,0
632,62,1563.13,135,1,0,658.1,0
633,70,21030.09,114,2,0,419.6,1
634,18,46277.32,8,5,1,412.1,1
635,33,6482.15,64,4,1,478.5,0
636,78,26304.8,235,2,1,303.9,1
637,56,39539.6,135,2,1,674.9,1
638,80,47184.03,41,3,1,447.8,1
639,22,37592.06,40,2,1,748.4,1
640,39,36307.71,3,5,1,497.5,0
641,46,41497.92,145,4,1,564.0,1
642,72,22863.86,194,3,0,831.1,0
643,20,40486.38,207,1,1,433.2,0
644,29,1390.26,110,1,1,696.7,0
645,43,46303.49,221,4,0,715.3,1
646,33,22722.02,114,1,1,421.5,0
647,68,28115.63,112,5,0,575.5,1
648,54,13489.23,180,2,1,492.6,0
649,39,37384.01,150,4,1,724.5,1
650,74,4755.15,4,3,0,642.4,0
651,46,43759.15,134,2,0,561.8,0
652,31,41577.72,166,1,1,728.6,0
653,45,11586.95,26,1,0,429.3,0
654,22,40656.9,139,3,1,714.5,1
655,64,39531.53,218,5,1,776.0,0
656,66,31978.61,17,3,1,783.2,1
657,47,19302.49,216,4,1,731.0,1
658,63,14303.44,92,3,1,524.4,1
659,79,12357.4,227,1,1,840.0,1
660,69,16611.84,31,5,0,508.8,1
661,22,45274.36,205,5,0,651.2,1
